Order Date,Category,Sales
28/06/2015,Office Supplies,31.086
28/06/2015,Office Supplies,335.52
20/06/2018,Technology,239.97
20/06/2018,Office Supplies,9.82
9/5/2015,Technology,67.8
9/5/2015,Technology,167.97
21/08/2018,Office Supplies,35
21/08/2018,Office Supplies,37.24
21/08/2018,Office Supplies,15.28
16/06/2018,Furniture,301.96
16/06/2018,Office Supplies,180.66
16/06/2018,Technology,191.98
16/06/2018,Technology,65.99
23/07/2017,Office Supplies,35.216
23/07/2017,Office Supplies,23.696
23/07/2017,Technology,265.475
8/9/2015,Office Supplies,51.184
4/11/2018,Office Supplies,9.664
7/3/2017,Technology,21.072
20/11/2016,Office Supplies,60.45
20/11/2016,Office Supplies,11.52
20/11/2016,Furniture,186.048
7/11/2017,Office Supplies,37.44
7/11/2017,Office Supplies,26.976
7/11/2017,Office Supplies,11.36
7/11/2017,Office Supplies,14.62
13/10/2016,Technology,83.72
13/10/2016,Furniture,287.94
1/1/2018,Furniture,48.896
7/2/2015,Technology,115.36
20/06/2017,Office Supplies,5.16
20/06/2017,Office Supplies,38.88
28/05/2017,Office Supplies,185.88
19/02/2017,Furniture,44.46
19/02/2017,Office Supplies,242.94
3/8/2015,Office Supplies,39.96
3/8/2015,Office Supplies,102.3
3/8/2015,Office Supplies,21.36
10/4/2018,Office Supplies,7.61
10/4/2018,Office Supplies,7.16
9/6/2015,Office Supplies,7.36
9/6/2015,Office Supplies,23.1
5/1/2017,Technology,191.472
5/1/2017,Office Supplies,5.248
5/1/2017,Technology,59.184
10/1/2015,Office Supplies,2.89
10/1/2015,Furniture,51.94
29/09/2017,Office Supplies,15.936
6/4/2015,Office Supplies,44.91
3/9/2017,Office Supplies,1141.47
3/9/2017,Technology,280.782
19/10/2016,Office Supplies,34.44
10/12/2015,Office Supplies,11.36
10/12/2015,Office Supplies,106.344
25/08/2018,Office Supplies,192.16
17/01/2017,Furniture,322.59
17/01/2017,Technology,29.99
17/01/2017,Technology,371.97
17/09/2015,Office Supplies,5.892
30/11/2018,Office Supplies,68.472
30/11/2018,Furniture,1242.9
9/10/2016,Office Supplies,30.84
23/12/2018,Office Supplies,13.48
22/10/2017,Furniture,31.4
29/04/2015,Furniture,17.46
25/04/2016,Office Supplies,13.944
26/06/2018,Office Supplies,83.76
14/10/2018,Office Supplies,37.66
9/12/2015,Office Supplies,34.68
20/06/2018,Technology,149.95
20/06/2018,Office Supplies,51.312
26/06/2018,Office Supplies,4.54
26/06/2018,Office Supplies,15.92
26/06/2018,Technology,543.92
10/11/2017,Office Supplies,155.82
10/11/2017,Office Supplies,70.008
3/10/2017,Office Supplies,15.648
9/9/2015,Office Supplies,103.6
29/10/2018,Office Supplies,46.96
10/4/2017,Office Supplies,8.904
11/11/2018,Office Supplies,10.44
11/11/2018,Office Supplies,18.336
15/09/2018,Technology,323.976
8/4/2017,Office Supplies,20.04
8/4/2017,Office Supplies,64.96
8/4/2017,Office Supplies,12.96
30/12/2018,Furniture,323.136
30/12/2018,Technology,90.93
30/12/2018,Office Supplies,52.776
2/9/2018,Technology,1199.8
2/9/2018,Technology,1928.78
2/9/2018,Office Supplies,352.38
31/05/2016,Furniture,22.2
27/11/2018,Furniture,46.94
27/11/2018,Technology,143.73
15/06/2015,Furniture,99.918
15/06/2015,Furniture,797.944
15/06/2015,Office Supplies,8.568
5/3/2017,Office Supplies,149.352
5/3/2017,Office Supplies,12.992
5/12/2015,Office Supplies,24.56
11/4/2016,Technology,85.14
11/4/2016,Technology,21.99
11/4/2016,Office Supplies,406.6
15/09/2017,Office Supplies,841.568
13/09/2015,Office Supplies,15.552
13/09/2015,Technology,252
5/10/2016,Office Supplies,46.2
5/10/2016,Office Supplies,28.84
14/04/2018,Office Supplies,14.592
14/04/2018,Office Supplies,89.856
14/04/2018,Office Supplies,13.872
2/9/2018,Office Supplies,12.192
20/06/2017,Office Supplies,45.056
20/06/2017,Office Supplies,29.718
20/06/2017,Office Supplies,15.552
20/06/2017,Office Supplies,447.696
5/11/2018,Technology,159.99
13/12/2016,Office Supplies,12.96
13/12/2016,Office Supplies,134.48
19/06/2017,Office Supplies,17.12
13/12/2017,Office Supplies,6.096
13/12/2017,Furniture,1114.272
29/05/2016,Office Supplies,32.4
29/05/2016,Office Supplies,540.57
29/05/2016,Office Supplies,167.76
26/07/2016,Furniture,393.165
28/11/2018,Furniture,516.488
28/11/2018,Furniture,1007.232
28/11/2018,Furniture,2065.32
28/11/2018,Office Supplies,15.552
28/11/2018,Office Supplies,25.344
3/4/2018,Furniture,25.472
28/12/2018,Office Supplies,27.168
28/12/2018,Furniture,78.8528
30/11/2018,Office Supplies,173.8
15/05/2018,Technology,29.592
15/05/2018,Office Supplies,4.752
15/05/2018,Office Supplies,15.552
22/09/2016,Furniture,204.6
14/11/2018,Furniture,321.568
27/11/2016,Office Supplies,6.24
1/9/2017,Office Supplies,21.88
22/09/2015,Office Supplies,4.608
9/4/2018,Office Supplies,9.82
9/4/2018,Office Supplies,35.97
9/4/2018,Office Supplies,12.96
9/4/2018,Office Supplies,191.6
9/4/2018,Office Supplies,8.64
9/4/2018,Office Supplies,501.81
16/01/2015,Furniture,127.104
16/01/2015,Technology,124.2
16/01/2015,Office Supplies,18.588
16/01/2015,Office Supplies,30.072
5/10/2018,Technology,160.93
5/10/2018,Office Supplies,75.792
9/7/2018,Office Supplies,1.08
7/1/2018,Technology,3059.982
30/05/2017,Office Supplies,3.282
9/12/2016,Office Supplies,34.02
3/10/2017,Furniture,599.292
11/11/2015,Office Supplies,3.392
11/11/2015,Technology,559.984
11/11/2015,Furniture,603.92
29/09/2018,Office Supplies,7.968
29/09/2018,Office Supplies,27.968
29/09/2018,Technology,336.51
10/3/2016,Office Supplies,1.112
21/05/2018,Furniture,520.05
21/05/2018,Office Supplies,17.97
29/03/2016,Furniture,1166.92
9/9/2017,Office Supplies,14.624
26/08/2017,Office Supplies,10.23
26/08/2017,Office Supplies,154.9
21/05/2015,Office Supplies,2715.93
21/05/2015,Technology,617.97
28/10/2016,Office Supplies,10.67
28/10/2016,Office Supplies,36.63
28/10/2016,Furniture,24.1
28/10/2016,Furniture,33.11
13/11/2017,Office Supplies,44.02
31/07/2016,Technology,2309.65
31/07/2016,Furniture,1090.782
31/07/2016,Office Supplies,19.44
27/08/2016,Office Supplies,484.65
13/11/2016,Office Supplies,115.296
6/11/2016,Office Supplies,7.08
6/11/2016,Office Supplies,4.401
26/12/2018,Office Supplies,44.75
1/8/2018,Technology,95.984
24/11/2015,Furniture,151.72
17/06/2018,Furniture,155.25
17/06/2018,Office Supplies,14.03
21/12/2016,Furniture,1618.37
21/12/2016,Technology,99.6
17/09/2016,Office Supplies,32.4
6/7/2016,Furniture,13.96
6/7/2016,Furniture,155.82
6/7/2016,Technology,124.95
6/7/2016,Office Supplies,601.65
27/04/2016,Office Supplies,22.74
27/04/2016,Furniture,1267.53
27/04/2016,Technology,1379.92
16/06/2016,Office Supplies,6.208
17/12/2018,Office Supplies,11.808
11/1/2017,Office Supplies,15.552
11/1/2017,Office Supplies,63.312
11/1/2017,Technology,15.588
11/7/2015,Office Supplies,177.2
11/7/2015,Technology,197.97
11/7/2015,Furniture,854.94
11/7/2015,Furniture,124.11
11/7/2015,Office Supplies,14.4
20/11/2017,Office Supplies,15.696
20/11/2017,Office Supplies,2.628
20/11/2017,Office Supplies,14.427
22/04/2017,Furniture,86.62
13/06/2016,Office Supplies,36.624
20/11/2018,Office Supplies,23.968
20/11/2018,Office Supplies,28.728
20/03/2017,Furniture,697.16
6/9/2017,Technology,31.86
6/9/2017,Furniture,722.352
9/7/2018,Office Supplies,8.84
9/7/2018,Office Supplies,58.464
12/10/2018,Furniture,254.604
8/3/2017,Technology,1363.96
8/3/2017,Furniture,102.36
27/05/2015,Technology,1113.504
27/05/2015,Technology,99.99
3/7/2016,Furniture,168.464
3/7/2016,Office Supplies,6.72
3/7/2016,Furniture,282.888
4/4/2016,Office Supplies,11.16
4/4/2016,Furniture,108.4
4/4/2016,Office Supplies,82.344
4/4/2016,Office Supplies,9.088
10/12/2018,Office Supplies,19.936
10/12/2018,Office Supplies,65.568
24/11/2017,Office Supplies,4.416
23/03/2016,Furniture,107.772
16/04/2016,Office Supplies,45.216
16/04/2016,Office Supplies,10.416
16/04/2016,Office Supplies,7.872
16/04/2016,Technology,118.782
16/04/2016,Office Supplies,1.448
16/04/2016,Office Supplies,55.47
1/10/2017,Furniture,194.848
28/09/2018,Office Supplies,1.744
25/07/2016,Office Supplies,25.176
20/11/2016,Office Supplies,19.46
28/04/2017,Office Supplies,29.472
14/11/2018,Office Supplies,8.64
12/11/2017,Office Supplies,6.27
12/11/2017,Office Supplies,4.368
12/11/2017,Technology,31.984
29/09/2017,Office Supplies,40.88
23/09/2018,Office Supplies,119.96
23/09/2018,Office Supplies,31.44
23/09/2018,Office Supplies,6.88
29/11/2016,Office Supplies,19.92
29/11/2016,Furniture,1106.91
1/3/2017,Furniture,836.592
1/3/2017,Office Supplies,26.38
1/3/2017,Office Supplies,362.92
1/3/2017,Technology,4899.93
12/8/2017,Office Supplies,6.48
15/08/2017,Technology,71.976
15/08/2017,Office Supplies,3.15
4/6/2018,Furniture,31.984
4/6/2018,Technology,71.984
6/12/2016,Office Supplies,120.15
6/12/2016,Technology,219.184
27/12/2016,Office Supplies,28.9
27/12/2016,Office Supplies,355.96
21/01/2018,Office Supplies,348.208
21/01/2018,Office Supplies,35.784
25/06/2015,Furniture,447.84
14/06/2017,Office Supplies,7.04
14/06/2017,Furniture,8.73
14/06/2017,Technology,29.29
14/06/2017,Office Supplies,8.64
21/04/2018,Office Supplies,2.694
21/04/2018,Office Supplies,2.934
21/10/2017,Office Supplies,22.92
19/11/2017,Office Supplies,100.704
19/11/2017,Furniture,2.328
19/11/2017,Office Supplies,10.78
19/11/2017,Office Supplies,58.368
19/11/2017,Office Supplies,40.968
19/11/2017,Technology,71.96
19/11/2017,Office Supplies,10.368
19/11/2017,Office Supplies,1.192
18/12/2018,Office Supplies,46.672
18/12/2018,Furniture,119.833
18/12/2018,Technology,119.98
22/07/2017,Office Supplies,6.3
4/9/2016,Office Supplies,279.9
4/9/2016,Technology,619.95
4/9/2016,Office Supplies,4.36
4/9/2016,Office Supplies,15.28
20/01/2015,Technology,699.93
20/01/2015,Office Supplies,22.96
20/01/2015,Furniture,38.6
20/01/2015,Office Supplies,6.63
20/01/2015,Office Supplies,23.34
20/01/2015,Furniture,1067.94
2/3/2016,Office Supplies,10.16
2/3/2016,Office Supplies,101.88
12/4/2017,Furniture,343.92
12/4/2017,Office Supplies,40.99
12/4/2017,Office Supplies,63.9
6/12/2017,Office Supplies,19.44
5/6/2017,Office Supplies,124.608
5/6/2017,Office Supplies,7.56
11/12/2017,Office Supplies,85.224
12/11/2017,Office Supplies,287.52
12/11/2017,Office Supplies,37.68
12/11/2017,Office Supplies,19.98
12/11/2017,Office Supplies,20.58
12/11/2017,Office Supplies,17.38
29/09/2015,Furniture,204.6
29/09/2015,Office Supplies,8.72
29/09/2015,Office Supplies,6.48
29/09/2015,Technology,686.32
29/09/2015,Office Supplies,62.18
4/4/2016,Office Supplies,644.076
4/4/2016,Office Supplies,5.84
4/4/2016,Office Supplies,12.76
4/4/2016,Technology,10.95
4/4/2016,Technology,599.98
8/5/2016,Furniture,8.352
31/12/2017,Office Supplies,3.64
31/12/2017,Office Supplies,159.768
20/12/2015,Office Supplies,122.48
20/12/2015,Furniture,2244.48
20/12/2015,Office Supplies,62.31
20/12/2015,Furniture,455.1
2/7/2017,Furniture,195.184
29/06/2018,Office Supplies,362.94
29/06/2018,Office Supplies,11.54
1/9/2015,Office Supplies,53.94
3/3/2015,Technology,9.99
3/3/2015,Office Supplies,125.76
3/3/2015,Office Supplies,25.32
4/5/2015,Office Supplies,46.8
2/11/2016,Technology,447.93
8/12/2018,Furniture,109.48
8/12/2018,Office Supplies,272.94
8/12/2018,Office Supplies,19.44
8/12/2018,Office Supplies,31.92
10/3/2015,Office Supplies,22.38
21/04/2015,Office Supplies,16.52
22/10/2016,Office Supplies,5.176
22/08/2016,Office Supplies,50.112
29/08/2017,Office Supplies,27.93
27/12/2015,Office Supplies,11.56
1/12/2017,Furniture,172.5
1/12/2017,Technology,179.97
24/04/2017,Technology,258.696
21/06/2015,Technology,1322.93
21/06/2015,Office Supplies,3.76
14/01/2018,Office Supplies,21.744
14/01/2018,Technology,7.92
24/11/2015,Office Supplies,12.096
24/11/2015,Office Supplies,485.88
24/11/2015,Office Supplies,25.92
24/11/2015,Office Supplies,197.58
26/02/2018,Office Supplies,81.92
26/02/2018,Technology,889.536
26/02/2018,Furniture,892.224
26/02/2018,Office Supplies,223.92
26/02/2018,Office Supplies,23.12
15/09/2016,Office Supplies,15.552
15/09/2016,Furniture,15.712
15/09/2016,Office Supplies,24.672
15/09/2016,Furniture,55.968
8/4/2017,Technology,431.928
8/4/2017,Furniture,95.984
8/4/2017,Office Supplies,1088.792
18/07/2017,Furniture,544.008
18/07/2017,Office Supplies,1.872
18/07/2017,Furniture,854.352
18/07/2017,Office Supplies,593.568
18/07/2017,Office Supplies,338.04
1/8/2018,Technology,271.96
14/07/2017,Office Supplies,11.21
14/07/2017,Office Supplies,9.144
14/07/2017,Office Supplies,14.07
14/07/2017,Office Supplies,41.86
14/07/2017,Office Supplies,8.544
14/07/2017,Furniture,579.136
9/9/2018,Furniture,141.372
9/9/2018,Office Supplies,3.036
9/9/2018,Office Supplies,4.503
9/9/2018,Office Supplies,4.672
9/9/2018,Technology,95.88
9/9/2018,Furniture,17.024
9/9/2018,Technology,258.696
9/9/2018,Technology,1931.958
12/7/2015,Office Supplies,249.75
12/7/2015,Technology,255.936
4/12/2017,Furniture,113.79
4/12/2017,Technology,78.15
4/12/2017,Office Supplies,1.728
4/12/2017,Office Supplies,40.56
4/12/2017,Office Supplies,182.94
4/12/2017,Office Supplies,193.86
6/11/2018,Office Supplies,15.28
6/11/2018,Furniture,8.73
6/11/2018,Office Supplies,5.68
31/10/2016,Office Supplies,2.78
31/10/2016,Office Supplies,79.96
30/05/2017,Technology,839.988
28/10/2017,Furniture,47.952
28/10/2017,Office Supplies,37.425
28/10/2017,Furniture,63.968
28/10/2017,Furniture,165.048
11/8/2015,Furniture,12.35
11/8/2015,Office Supplies,40.97
11/8/2015,Office Supplies,22.96
29/08/2017,Technology,22
15/02/2017,Office Supplies,398.352
15/02/2017,Office Supplies,8.72
14/05/2018,Office Supplies,48.69
12/12/2015,Furniture,764.688
12/12/2015,Furniture,3610.848
12/12/2015,Furniture,254.9745
18/12/2018,Office Supplies,38.82
18/12/2018,Furniture,1141.938
18/12/2018,Office Supplies,1704.56
18/12/2018,Office Supplies,3.2
4/7/2016,Technology,1099.96
10/3/2018,Office Supplies,5.248
10/3/2018,Technology,35.91
10/3/2018,Furniture,6.696
10/3/2018,Furniture,43.872
24/12/2017,Office Supplies,27.882
24/12/2017,Office Supplies,540.048
24/12/2017,Technology,255.68
23/10/2018,Technology,863.88
28/10/2017,Office Supplies,17.616
7/7/2018,Office Supplies,17.472
1/10/2017,Technology,69.9
1/10/2017,Furniture,41.85
2/9/2018,Office Supplies,6.57
24/12/2015,Office Supplies,142.86
24/12/2015,Furniture,292.272
23/09/2018,Furniture,29.328
4/6/2018,Office Supplies,12.48
21/04/2017,Office Supplies,102.336
21/04/2017,Office Supplies,48.792
21/04/2017,Office Supplies,44.848
26/05/2017,Office Supplies,10.368
26/05/2017,Furniture,388.43
26/05/2017,Office Supplies,14.352
26/05/2017,Technology,63.992
2/5/2017,Office Supplies,86.352
8/9/2015,Technology,32.97
8/9/2015,Technology,83.88
5/9/2017,Technology,278.4
9/4/2018,Office Supplies,15.12
9/4/2018,Office Supplies,17.43
9/4/2018,Office Supplies,251.64
6/12/2016,Office Supplies,2.772
26/06/2017,Office Supplies,14.9
4/7/2016,Office Supplies,15.48
22/11/2017,Furniture,39.88
22/11/2017,Office Supplies,12.192
22/11/2017,Office Supplies,20.82
10/11/2017,Office Supplies,13.216
10/11/2017,Office Supplies,32.4
27/08/2016,Office Supplies,32.94
27/08/2016,Office Supplies,114.2
27/08/2016,Office Supplies,3.08
25/05/2016,Office Supplies,845.728
30/12/2018,Office Supplies,13.904
30/12/2018,Office Supplies,20.72
8/12/2017,Technology,114.95
4/10/2016,Office Supplies,26.96
23/12/2017,Furniture,572.76
23/12/2017,Furniture,286.38
19/09/2016,Furniture,61.96
3/7/2018,Furniture,23.99
3/7/2018,Technology,287.97
14/07/2017,Technology,419.944
20/06/2017,Office Supplies,46.76
20/06/2017,Office Supplies,17.712
20/06/2017,Office Supplies,21.78
20/06/2017,Office Supplies,161.94
20/06/2017,Furniture,161.568
9/12/2017,Office Supplies,3.69
9/12/2017,Office Supplies,122.12
24/09/2017,Furniture,155.372
18/12/2017,Office Supplies,38.88
18/12/2017,Furniture,183.84
18/12/2017,Office Supplies,579.3
10/12/2018,Technology,14.2
1/7/2015,Technology,575.92
1/7/2015,Office Supplies,5.184
3/2/2018,Office Supplies,5.229
3/2/2018,Office Supplies,285.552
3/3/2018,Office Supplies,72.8
9/10/2018,Office Supplies,10.816
28/09/2015,Office Supplies,46.26
27/05/2015,Office Supplies,17.46
14/06/2016,Furniture,51.072
30/03/2017,Office Supplies,11.34
15/10/2018,Office Supplies,87.92
23/05/2017,Furniture,37.05
2/6/2018,Technology,2.97
2/6/2018,Office Supplies,27.44
16/02/2015,Office Supplies,1.08
16/02/2015,Office Supplies,7.96
6/5/2015,Office Supplies,140.736
16/05/2017,Office Supplies,552.56
2/4/2018,Furniture,25.11
31/03/2018,Furniture,29.78
31/03/2018,Technology,677.58
31/03/2018,Office Supplies,75.04
2/1/2018,Technology,695.7
2/1/2018,Office Supplies,15.66
2/1/2018,Office Supplies,28.854
28/05/2016,Office Supplies,47.82
28/05/2016,Office Supplies,13.05
17/03/2015,Office Supplies,93.78
17/03/2015,Office Supplies,47.18
17/03/2015,Office Supplies,19.68
17/03/2015,Office Supplies,53.4
17/03/2015,Office Supplies,35.88
3/10/2015,Furniture,258.279
28/03/2017,Office Supplies,31.4
4/5/2018,Technology,183.96
4/5/2018,Office Supplies,17.61
4/5/2018,Furniture,300.904
5/7/2015,Office Supplies,220.776
5/7/2015,Office Supplies,281.424
5/5/2017,Office Supplies,79.14
26/04/2018,Furniture,1.988
26/09/2015,Furniture,145.568
19/10/2018,Office Supplies,123.256
19/10/2018,Office Supplies,23.68
19/10/2018,Technology,309.576
10/11/2018,Office Supplies,38.388
10/11/2018,Technology,95.994
10/11/2018,Technology,239.952
10/11/2018,Technology,201.584
10/11/2018,Furniture,899.136
8/7/2018,Furniture,145.9
24/12/2016,Furniture,590.058
24/12/2016,Office Supplies,14.04
7/3/2018,Technology,49.08
1/4/2015,Office Supplies,29.6
1/4/2015,Office Supplies,17.088
14/09/2016,Furniture,912.75
4/8/2015,Office Supplies,1089.75
4/8/2015,Office Supplies,447.84
4/8/2015,Office Supplies,16.4
4/8/2015,Technology,399.96
4/8/2015,Office Supplies,158.9
4/8/2015,Office Supplies,13.184
3/9/2017,Furniture,83.952
5/2/2017,Office Supplies,80.98
5/2/2017,Office Supplies,348.84
5/2/2017,Office Supplies,9.45
5/2/2017,Furniture,18.84
5/2/2017,Furniture,239.98
5/2/2017,Office Supplies,167.96
5/2/2017,Technology,104.85
5/2/2017,Technology,484.83
5/2/2017,Office Supplies,122.97
5/2/2017,Office Supplies,154.44
5/2/2017,Office Supplies,342.37
3/7/2018,Office Supplies,9.552
9/10/2018,Furniture,652.45
9/10/2018,Furniture,66.645
24/11/2017,Office Supplies,17.216
24/11/2017,Office Supplies,11.56
24/11/2017,Technology,88.4
24/11/2017,Office Supplies,6.48
1/11/2017,Technology,21.8
1/11/2017,Office Supplies,251.79
19/04/2017,Furniture,205.176
19/04/2017,Office Supplies,419.4
6/4/2015,Office Supplies,10.304
6/4/2015,Furniture,154.764
6/4/2015,Technology,116.784
2/9/2017,Office Supplies,75.48
2/9/2017,Furniture,39.98
25/09/2017,Furniture,393.165
4/11/2018,Office Supplies,23.68
9/7/2017,Furniture,408.006
9/7/2017,Furniture,165.28
30/06/2015,Office Supplies,334.768
